id,category,class,repeat,question,expected_entity,expects_grounding,expects_measured,expects_out_of_model,run_dir,groundedness,measuredness,concreteness,calls,unique_calls,duplicate_calls,artifacts_csv,artifacts_png,confidence,self_confidence,wasted_calls,index_usage,selection_correctness,tool_error_rate,self_correction,per_block_grounding,artifact_discipline,confidence_calibration,ptr_quality,hyp_supported,hyp_refuted,hyp_inconclusive,hyp_abandoned,hyp_total,hyp_supported_rate,hyp_refuted_rate,hyp_inconclusive_rate,elapsed,D1,D2,D3,D4,composite
q07_pedestrian_streets,E/D,E/D,1,Какие улицы сделать пешеходными?,,False,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-005920-914a8d,1.0,0,0,10,10,0,5,5,0.55,0.9,0,0,0.5,0.0,0,1.0,0.33333333333333337,0.55,1.0,4,1,0,0,5,0.8,0.2,0.0,46.203776700014714,1.0,0.8333333333333334,0.5185185185185186,0.51,0.715462962962963
q07_pedestrian_streets,E/D,E/D,2,Какие улицы сделать пешеходными?,,False,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010006-2c109a,1.0,0,0,10,10,0,5,5,0.55,0.9,0,0,0.5,0.0,0,1.0,0.33333333333333337,0.55,1.0,4,1,0,0,5,0.8,0.2,0.0,70.21635070000775,1.0,0.8333333333333334,0.5185185185185186,0.51,0.715462962962963
q07_pedestrian_streets,E/D,E/D,3,Какие улицы сделать пешеходными?,,False,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010117-63f4d6,1.0,1,0,11,11,0,6,6,0.55,0.9,0,0,0.5,0.0,0,1.0,0.0,0.55,1.0,4,1,0,0,5,0.8,0.2,0.0,70.66217810002854,1.0,0.8333333333333334,0.6666666666666666,0.71,0.8025
q08_healthcare_gaps,C,C,1,Какие кварталы хуже всего обеспечены объектами здравоохранения?,polyclinic,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010227-95ef5f,1.0,0,0,5,5,0,4,4,0.78,0.9,0,0,0.5,0.0,0,1.0,0.0,0.78,1.0,1,3,0,0,4,0.25,0.75,0.0,55.94697619997896,0.5,0.8333333333333334,0.4444444444444444,0.556,0.5834444444444444
q08_healthcare_gaps,C,C,2,Какие кварталы хуже всего обеспечены объектами здравоохранения?,polyclinic,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010323-c33343,0.2,1,0,7,7,0,7,5,0.55,0.9,0,0,0.9,0.0,0,0.2,0.0,0.6499999999999999,1.0,0,2,2,0,4,0.0,0.5,0.5,82.03996769996593,0.5,0.9666666666666667,0.48888888888888893,0.57,0.6313888888888889
q08_healthcare_gaps,C,C,3,Какие кварталы хуже всего обеспечены объектами здравоохранения?,polyclinic,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010445-2bff08,1.0,0,0,4,4,0,4,4,0.45,0.9,0,0,0.5,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,61.44790179998381,0.5,0.8333333333333334,0.4444444444444444,0.39,0.5419444444444445
q09_lowest_transport_accessibility,C,C,1,Где самая низкая транспортная доступность?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010547-6c9f78,1.0,0,1,5,5,0,5,5,0.45,0.9,0,0,1.0,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,45.57959080004366,1.0,1.0,0.4444444444444444,0.5900000000000001,0.7586111111111111
q09_lowest_transport_accessibility,C,C,2,Где самая низкая транспортная доступность?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010632-5df795,0.16666666666666666,1,0,5,5,0,5,5,0.55,0.9,0,0,1.0,0.0,0,0.16666666666666666,0.0,0.6166666666666666,1.0,2,2,1,0,5,0.4,0.4,0.2,83.79336680000415,1.0,1.0,0.48148148148148157,0.5566666666666666,0.759537037037037
q09_lowest_transport_accessibility,C,C,3,Где самая низкая транспортная доступность?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010756-b37e20,1.0,0,0,11,11,0,5,5,0.45,0.9,0,0,1.0,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,43.00682040001266,1.0,1.0,0.4444444444444444,0.39,0.7086111111111112
q10_least_connected_blocks,C,C,1,Какие кварталы наименее связны?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010839-0b5256,1.0,0,0,4,4,0,4,4,0.45,0.9,0,0,1.0,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,50.77278629998909,1.0,1.0,0.4444444444444444,0.39,0.7086111111111112
q10_least_connected_blocks,C,C,2,Какие кварталы наименее связны?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-010930-81c8b8,1.0,0,0,4,4,0,4,4,0.45,0.9,0,0,1.0,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,49.35482770000817,1.0,1.0,0.4444444444444444,0.39,0.7086111111111112
q10_least_connected_blocks,C,C,3,Какие кварталы наименее связны?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011019-3b8b76,1.0,0,0,4,4,0,4,4,0.45,0.9,0,0,1.0,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,31.392653800023254,1.0,1.0,0.4444444444444444,0.39,0.7086111111111112
q11_lowest_service_diversity,C,C,1,Где самое низкое разнообразие сервисов?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011051-6ccde1,1.0,0,0,4,4,0,4,3,0.45,0.9,0,0,1.0,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,50.8373873999808,1.0,1.0,0.4444444444444444,0.39,0.7086111111111112
q11_lowest_service_diversity,C,C,2,Где самое низкое разнообразие сервисов?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011141-f3b31d,1.0,0,0,4,4,0,4,4,0.45,0.9,0,0,1.0,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,35.21458969998639,1.0,1.0,0.4444444444444444,0.39,0.7086111111111112
q11_lowest_service_diversity,C,C,3,Где самое низкое разнообразие сервисов?,,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011217-16ed3c,1.0,0,0,4,4,0,4,3,0.45,0.8,0,0,1.0,0.0,0,1.0,0.0,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,50.56698920001509,1.0,1.0,0.4444444444444444,0.39,0.7086111111111112
q12_hospital_access_population,D,D,1,Где разместить новую больницу с учётом доступности и населения?,hospital,False,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011307-f2ffa9,0.0,0,0,8,8,0,4,4,0.55,0.9,0,0,0.8,0.0,0,0.0,0.6666666666666667,0.44999999999999996,1.0,2,2,0,0,4,0.5,0.5,0.0,41.7988866000087,1.0,0.9333333333333332,0.3703703703703704,0.29,0.6484259259259259
q12_hospital_access_population,D,D,2,Где разместить новую больницу с учётом доступности и населения?,hospital,False,True,False,,1.0,0,0,0,0,0,0,0,0.3,,0,0,0.0,0.0,0,1.0,1.0,0.30000000000000004,0.3,0,0,0,0,0,,,,11.824693300004583,0.5,0.6666666666666666,0.6666666666666666,0.32,0.5383333333333332
q12_hospital_access_population,D,D,3,Где разместить новую больницу с учётом доступности и населения?,hospital,False,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011401-2d97bf,1.0,0,0,9,9,0,4,4,0.55,0.9,0,0,0.4,0.0,0,1.0,0.6666666666666667,0.55,1.0,0,4,0,0,4,0.0,1.0,0.0,53.11624770000344,1.0,0.7999999999999999,0.5925925925925927,0.51,0.725648148148148
q13_pitch_density_placement,D,D,1,Где разместить спортплощадки с учётом плотности застройки?,pitch,False,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011454-aa5943,1.0,0,1,4,4,0,4,4,0.45,0.9,0,0,0.5,0.0,0,1.0,0.6666666666666667,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,41.4358822000213,1.0,0.8333333333333334,0.5925925925925927,0.5900000000000001,0.7539814814814816
q13_pitch_density_placement,D,D,2,Где разместить спортплощадки с учётом плотности застройки?,pitch,False,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011535-ecbe9b,1.0,0,0,5,5,0,5,5,0.45,0.9,0,0,0.25,0.0,0,1.0,0.33333333333333337,0.44999999999999996,0.5,0,0,5,0,5,0.0,0.0,1.0,30.695409899984952,1.0,0.75,0.5185185185185186,0.39,0.6646296296296297
q13_pitch_density_placement,D,D,3,Где разместить спортплощадки с учётом плотности застройки?,pitch,False,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011606-c44efb,0.0,0,0,5,5,0,5,5,0.55,0.9,0,0,0.5,0.0,0,0.0,0.33333333333333337,0.44999999999999996,1.0,2,2,1,0,5,0.4,0.4,0.2,48.71921430004295,1.0,0.8333333333333334,0.29629629629629634,0.29,0.6049074074074074
q14_service_center_centrality_gap,D,D,1,Какие кварталы лучше для нового сервисного центра (центральность + дефицит)?,multifunctional_center,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011655-ec8ec4,1.0,0,0,5,5,0,6,4,0.55,0.9,0,0,0.6666666666666666,0.0,0,1.0,0.33333333333333337,0.55,1.0,2,1,1,0,4,0.5,0.25,0.25,80.61593940004241,0.5,0.8888888888888888,0.5185185185185186,0.51,0.6043518518518518
q14_service_center_centrality_gap,D,D,2,Какие кварталы лучше для нового сервисного центра (центральность + дефицит)?,multifunctional_center,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011815-b4e21c,1.0,0,1,5,5,0,5,5,0.45,0.9,0,0,0.3333333333333333,0.0,0,1.0,0.33333333333333337,0.44999999999999996,0.5,0,0,4,0,4,0.0,0.0,1.0,39.661520699970424,0.5,0.7777777777777777,0.5185185185185186,0.5900000000000001,0.5965740740740741
q14_service_center_centrality_gap,D,D,3,Какие кварталы лучше для нового сервисного центра (центральность + дефицит)?,multifunctional_center,False,False,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-011855-2f0020,1.0,0,1,7,7,0,5,4,0.45,0.9,0,0,0.3333333333333333,0.0,0,1.0,0.5,0.44999999999999996,0.5,0,0,5,0,5,0.0,0.0,1.0,84.84811170003377,0.5,0.7777777777777777,0.5555555555555556,0.5900000000000001,0.6058333333333333
q15_sports_name_recovery,E,E,1,Где разместить новые спортивные объекты?,pitch,False,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-012020-6fdf29,1.0,0,1,8,8,0,4,4,0.55,0.9,0,0,0.25,0.0,0,1.0,0.0,0.55,1.0,2,2,0,0,4,0.5,0.5,0.0,46.100239099992905,1.0,0.75,0.4444444444444444,0.71,0.7261111111111112
q15_sports_name_recovery,E,E,2,Где разместить новые спортивные объекты?,pitch,False,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-012106-57a8a6,0.3333333333333333,1,1,5,5,0,9,9,0.55,0.8,0,0,0.0,0.0,0,0.3333333333333333,0.0,0.7833333333333332,1.0,1,3,1,0,5,0.2,0.6,0.2,83.59258840000257,1.0,0.6666666666666666,0.5185185185185185,0.8233333333333333,0.7521296296296296
q15_sports_name_recovery,E,E,3,Где разместить новые спортивные объекты?,pitch,False,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-012230-c959a2,1.0,0,1,9,9,0,4,4,0.62,0.9,0,0,0.0,0.0,0,1.0,0.0,0.62,1.0,2,2,1,0,5,0.4,0.4,0.2,57.37643109995406,1.0,0.6666666666666666,0.4444444444444444,0.724,0.7087777777777777
q16_sports_centre_unavailable,E,E,1,Посчитай обеспеченность спортивными центрами.,sports_centre,False,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-012327-d7342f,1.0,0,1,13,13,0,8,8,0.62,0.7,0,0,0.4666666666666666,0.0,0,1.0,0.0,0.62,1.0,0,2,2,0,4,0.0,0.5,0.5,58.32753520004917,0.5,0.8222222222222223,0.4444444444444444,0.724,0.6226666666666667
q16_sports_centre_unavailable,E,E,2,Посчитай обеспеченность спортивными центрами.,sports_centre,False,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-012425-f4d481,0.0,0,0,9,9,0,9,9,0.55,0.9,0,0,0.03333333333333327,0.0,0,0.0,0.0,0.44999999999999996,1.0,0,2,3,0,5,0.0,0.4,0.6,56.55262859998038,0.5,0.6777777777777777,0.2222222222222222,0.29,0.4225
q16_sports_centre_unavailable,E,E,3,Посчитай обеспеченность спортивными центрами.,sports_centre,False,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-012522-bdfd68,0.5,1,1,7,7,0,13,11,0.55,0.95,0,0,0.0,0.0,0,0.5,0.0,0.95,1.0,1,2,2,0,5,0.2,0.4,0.4,89.55597519996809,0.5,0.6666666666666666,0.5555555555555556,0.89,0.6530555555555555
q17_housing_price_out_of_model,E,E,1,Какая средняя цена жилья в квартале 100?,100,True,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-012652-d4c510,1.0,0,0,10,10,0,5,5,0.62,0.8,0,0,0.0,0.0,0,1.0,0.0,0.62,1.0,0,4,1,0,5,0.0,0.8,0.2,117.66662090003956,1.0,0.6666666666666666,0.4444444444444444,0.524,0.6587777777777777
q17_housing_price_out_of_model,E,E,2,Какая средняя цена жилья в квартале 100?,100,True,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-012849-2f7ebc,1.0,0,0,10,10,0,5,5,0.62,0.8,0,0,0.0,0.0,0,1.0,0.0,0.62,1.0,1,3,1,0,5,0.2,0.6,0.2,71.54665159998694,1.0,0.6666666666666666,0.4444444444444444,0.524,0.6587777777777777
q17_housing_price_out_of_model,E,E,3,Какая средняя цена жилья в квартале 100?,100,True,False,True,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-013001-4417a3,1.0,0,0,6,6,0,5,5,0.62,0.8,0,0,1.0,0.0,0,1.0,0.0,0.62,1.0,0,4,1,0,5,0.0,0.8,0.2,36.847699099977035,1.0,1.0,0.4444444444444444,0.524,0.7421111111111112
q18_block_243_development,A,A,1,Что разместить в квартале 243 для роста обеспеченности?,243,True,True,False,,1.0,0,0,0,0,0,0,0,0.3,,0,0,0.0,0.0,0,0.0,1.0,0.30000000000000004,0.3,0,0,0,0,0,,,,21.50158439995721,0.5,0.6666666666666666,0.4444444444444444,0.32,0.48277777777777775
q18_block_243_development,A,A,2,Что разместить в квартале 243 для роста обеспеченности?,243,True,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-013059-74dcbe,1.0,0,1,2,2,0,1,0,0.45,0.8,1,0,0.25,0.5,0,1.0,1.0,0.44999999999999996,0.5,0,0,5,0,5,0.0,0.0,1.0,71.78382599999895,1.0,0.5833333333333334,0.5555555555555556,0.5900000000000001,0.6822222222222223
q18_block_243_development,A,A,3,Что разместить в квартале 243 для роста обеспеченности?,243,True,True,False,p:\AI_asistent\ITMO\blocksnet-agent\outputs\run_20260617-013211-78d63f,1.0,1,1,13,13,0,8,6,0.45,0.8,1,0,0.35,0.07692307692307693,1,1.0,0.0,0.44999999999999996,0.5,0,0,5,0,5,0.0,0.0,1.0,160.5930165000027,1.0,0.7576923076923077,0.7606837606837608,0.79,0.8270940170940171
